URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
107928,"383","Leeds","2452","Seacroft Grange Primary School","05","Foundation school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",4,11,"1","No boarders","No Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",210,"2","No Special Classes","20-01-2022","206","93","113","63.60","1","Supported by a trust","1619","The Leeds East Primary Partnership","Not applicable","","Not under a federation","","",10069027,"","Not applicable","12-02-2020","0","Not applicable","24-04-2023","Moresdale Lane","Seacroft","","Leeds","West Yorkshire","LS14 6JR","www.seacroftgps.org.uk","01132605385","Mr","Chris","Florey","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011400","Killingbeck & Seacroft","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",434826,435123,"Leeds 050","Leeds 050D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72137534","","0","Not applicable","0","Not applicable","","","E02002379","E01011667","131",""
107929,"383","Leeds","2453","Colton Primary School","05","Foundation school","4","Local authority maintained schools","2","Closed","00","Not applicable","","10","Academy Converter","31-10-2018","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","06","None","Does not apply","0000","Not applicable","0","Not applicable",210,"2","No Special Classes","18-01-2018","248","129","119","3.6","2","Not supported by a trust","","","Not applicable","","Not under a federation","","",10053227,"","Not applicable","27-09-2012","0","Not applicable","29-11-2019","School Lane","Colton","","Leeds","West Yorkshire","LS15 9AL","","","Mrs","Caroline","Johnson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",437174,433016,"Leeds 073","Leeds 073C","","","","","","999","","","Outstanding","Lancashire and West Yorkshire","","72245693","","0","Not applicable","0","Not applicable","","","E02002402","E01011418","8",""
107930,"383","Leeds","2454","Victoria Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","10","Academy Converter","31-10-2015","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","13-11-2013","0","Not applicable","29-11-2019","Ivy Avenue","","","Leeds","West Yorkshire","LS9 9ER","","","Mrs","A","Carrick","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011388","Burmantofts & Richmond Hill","E14000777","Leeds Central","A1","(England/Wales) Urban major conurbation","E08000035",432902,433865,"Leeds 070","Leeds 070A","","","","","","999","","","Requires improvement","Lancashire and West Yorkshire","","72105992","","0","Not applicable","0","Not applicable","","","E02002399","E01011615","",""
107931,"383","Leeds","2455","Whitebridge Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",3,11,"1","No boarders","Has Nursery Classes","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",336,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Neville Road","","","Leeds","West Yorkshire","LS15 0NW","","","Mr","Richard","Mellard","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",434162,433431,"Leeds 072","Leeds 072A","","","","","","999","","","","Lancashire and West Yorkshire","","72560816","","0","Not applicable","0","Not applicable","","","E02002401","E01011616","",""
107932,"383","Leeds","2456","White Laith Primary School","05","Foundation school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",210,"1","Has Special Classes","20-01-2022","239","125","114","30.00","1","Supported by a trust","1619","The Leeds East Primary Partnership","Not applicable","","Not under a federation","","",10073022,"","Not applicable","12-05-2022","0","Not applicable","09-05-2023","Naburn Drive","","","Leeds","West Yorkshire","LS14 2BL","www.whitelaith.leeds.sch.uk/","01132930280","Mrs","Nicola","Sheerin","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011391","Cross Gates & Whinmoor","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",436059,437351,"Leeds 029","Leeds 029D","","","","","","999","","","Good","Lancashire and West Yorkshire","","72139200","","0","Not applicable","0","Not applicable","","","E02002358","E01011718","61",""
107933,"383","Leeds","2457","Wykebeck Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",2,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"2","No Special Classes","20-01-2022","381","199","182","60.80","0","Not applicable","","","Not applicable","","Not under a federation","","",10072262,"","Not applicable","10-12-2021","0","Not applicable","25-05-2023","Brander Street","Gipton","","Leeds","West Yorkshire","LS9 6QH","www.wykebeckprimary.co.uk","01132491525","Mrs","Georgina","Sykes","Acting Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011394","Gipton & Harehills","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",433645,434601,"Leeds 060","Leeds 060C","","","","","","999","","","Good","Lancashire and West Yorkshire","","72561041","","0","Not applicable","0","Not applicable","","","E02002389","E01011342","219",""
107934,"383","Leeds","2458","Cross Gates Primary School","05","Foundation school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",2,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",210,"2","No Special Classes","20-01-2022","254","125","129","44.10","1","Supported by a trust","1619","The Leeds East Primary Partnership","Not applicable","","Not under a federation","","",10073021,"","Not applicable","07-11-2018","0","Not applicable","13-06-2023","Poole Crescent","","","Leeds","West Yorkshire","LS15 7NB","www.crossgatesprimary.co.uk","01132645763","Mr","James","Garden","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011400","Killingbeck & Seacroft","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",435531,434561,"Leeds 061","Leeds 061B","","","","","","999","","","Good","Lancashire and West Yorkshire","","72158969","","0","Not applicable","0","Not applicable","","","E02002390","E01011343","112",""
107935,"383","Leeds","2459","Oakwood Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","06","For Academy","31-08-2013","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",420,"1","Has Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","North Farm Road","","","Leeds","West Yorkshire","LS8 3LZ","","","Miss","Rebecca","Ingram","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011394","Gipton & Harehills","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",433167,435334,"Leeds 047","Leeds 047D","","","","","","999","","","","Lancashire and West Yorkshire","","72560415","","0","Not applicable","0","Not applicable","","","E02002376","E01011431","",""
107936,"383","Leeds","2460","Osmondthorpe Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","01","Result of Amalgamation/Merger","31-08-2004","2","Primary",3,11,"1","No boarders","Has Nursery Classes","0","Not applicable","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",233,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Wykebeck Mount","","","Leeds","West Yorkshire","LS9 0JE","","","Mrs","Patricia","Richards","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",433699,433487,"Leeds 072","Leeds 072C","","","","","","999","","","","Lancashire and West Yorkshire","","","","0","Not applicable","0","Not applicable","","","E02002401","E01011622","",""
107937,"383","Leeds","2461","Woodlands Primary School","01","Community school","4","Local authority maintained schools","2","Closed","00","Not applicable","","06","For Academy","30-11-2012","2","Primary",3,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",418,"2","No Special Classes","","","","","","0","Not applicable","","","Not applicable","","Not under a federation","","","","","Not applicable","","0","Not applicable","29-11-2019","Foundry Place","","","Leeds","West Yorkshire","LS9 6DA","","","Mr","Chris","Walton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011394","Gipton & Harehills","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",432659,435179,"Leeds 047","Leeds 047D","","","","","","999","","","","Lancashire and West Yorkshire","","72511709","","0","Not applicable","0","Not applicable","","","E02002376","E01011431","",""
107938,"383","Leeds","2462","Shakespeare Primary School","01","Community school","4","Local authority maintained schools","1","Open","00","Not applicable","","00","Not applicable","","2","Primary",2,11,"1","No boarders","Has Nursery Classes","2","Does not have a sixth form","3","Mixed","00","Does not apply","Does not apply","0000","Not applicable","0","Not applicable",630,"2","No Special Classes","20-01-2022","720","361","359","42.60","0","Not applicable","","","Not applicable","","Not under a federation","","",10068762,"","Not applicable","09-01-2019","0","Not applicable","09-11-2022","Lincoln Road","","","Leeds","West Yorkshire","LS9 7NP","www.shakespeareleeds.org.uk","01135351000","Mr","Julian","Gorton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011388","Burmantofts & Richmond Hill","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",431300,434391,"Leeds 064","Leeds 064E","","","","","","999","","","Good","Lancashire and West Yorkshire","United Kingdom","72120193","","0","Not applicable","0","Not applicable","","","E02002393","E01033031","281",""
107939,"383","Leeds","2463","Austhorpe Primary School","05","Foundation school","4","Local authority maintained schools","2","Closed","00","Not applicable","","10","Academy Converter","31-08-2018","2","Primary",4,11,"1","No boarders","No Nursery Classes","2","Does not have a sixth form","3","Mixed","06","None","Does not apply","0000","Not applicable","0","Not applicable",210,"2","No Special Classes","18-01-2018","210","98","112","4.8","2","Not supported by a trust","","","Not applicable","","Not under a federation","","",10053224,"","Not applicable","26-01-2016","0","Not applicable","29-11-2019","Austhorpe Lane","","","Leeds","West Yorkshire","LS15 8TP","","","Miss","Amanda","Lightfoot","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","D","Yorkshire and the Humber","E08000035","Leeds","E05011412","Temple Newsam","E14000778","Leeds East","A1","(England/Wales) Urban major conurbation","E08000035",437179,433665,"Leeds 073","Leeds 073A","","","","","","999","","","Good","Lancashire and West Yorkshire","","72528021","","0","Not applicable","0","Not applicable","","","E02002402","E01011411","10",""
